"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
19.4854	697620	5734	66.868	17.139	142.12	0.0064823	30.29	2.4797	29.312	2.5964	51.073	0.0324	13.869	0.023884	0.25178	0.051801	6.859	0.015921	0.23792	0.022221	0.8969	0.30576	54.358	0.70828	1.7242	0.016568	0.040534	0.0026516	0.0066316	0.00039773	0.0039773	0.00053031	0.0026516	0.00039773	0.0013258	0.00026516	0.00066316	5.3031e-05	0.00026516	0.00011932	2.6516e-05	7.9525e-05	2.6516e-05	9.2788e-05	1.1932e-05	0.00026516	1.8563e-05	0.00039773	7.9525e-05	0.00035795	2.6516e-05	0.00026516	2.6516e-05	6.6316e-05	1.0605e-05	5.3031e-05	1.3258e-05	5.3031e-06	2.6516e-05	3.9773e-06	2.6516e-05	5.3031e-06	1.3258e-05	2.6516e-06	1.1932e-05	2.6516e-06	1.0605e-05	1.1932e-06	1.3258e-05	2.6516e-06	3.9773e-05	3.9773e-05	7.9525e-05	1.3258e-05	1.3258e-05	1.1932e-05	0.00013258	7.9525e-06	2.6516e-06
19.7562	678140	5443.4	63.479	16.27	134.92	0.0061538	28.755	2.354	27.826	2.4648	48.484	0.030758	13.166	0.022673	0.23902	0.049175	6.5113	0.015116	0.22589	0.021097	0.85153	0.2903	51.608	0.67245	1.637	0.01573	0.038484	0.0025174	0.0062962	0.00037762	0.0037762	0.00050349	0.0025174	0.00037762	0.0012587	0.00025174	0.00062962	5.0349e-05	0.00025174	0.00011328	2.5174e-05	7.5503e-05	2.5174e-05	8.8095e-05	1.1328e-05	0.00025174	1.7624e-05	0.00037762	7.5503e-05	0.00033984	2.5174e-05	0.00025174	2.5174e-05	6.2962e-05	1.0069e-05	5.0349e-05	1.2587e-05	5.0349e-06	2.5174e-05	3.7762e-06	2.5174e-05	5.0349e-06	1.2587e-05	2.5174e-06	1.1328e-05	2.5174e-06	1.0069e-05	1.1328e-06	1.2587e-05	2.5174e-06	3.7762e-05	3.7762e-05	7.5503e-05	1.2587e-05	1.2587e-05	1.1328e-05	0.00012587	7.5503e-06	2.5174e-06
20.0308	659130	5167.5	60.262	15.446	128.08	0.0058419	27.297	2.2347	26.416	2.3399	46.027	0.029199	12.498	0.021524	0.22691	0.046683	6.1813	0.014351	0.21446	0.02003	0.80846	0.27561	48.997	0.63844	1.5542	0.014934	0.036537	0.0023901	0.0059777	0.00035851	0.0035851	0.00047802	0.0023901	0.00035851	0.001195	0.00023901	0.00059777	4.7802e-05	0.00023901	0.00010755	2.3901e-05	7.1683e-05	2.3901e-05	8.3639e-05	1.0755e-05	0.00023901	1.6733e-05	0.00035851	7.1683e-05	0.00032265	2.3901e-05	0.00023901	2.3901e-05	5.9777e-05	9.5594e-06	4.7802e-05	1.195e-05	4.7802e-06	2.3901e-05	3.5851e-06	2.3901e-05	4.7802e-06	1.195e-05	2.3901e-06	1.0755e-05	2.3901e-06	9.5594e-06	1.0755e-06	1.195e-05	2.3901e-06	3.5851e-05	3.5851e-05	7.1683e-05	1.195e-05	1.195e-05	1.0755e-05	0.0001195	7.1683e-06	2.3901e-06
20.3092	640600	4905.6	57.208	14.663	121.59	0.0055458	25.914	2.1214	25.077	2.2213	43.694	0.027719	11.865	0.020433	0.21541	0.044317	5.868	0.013625	0.20361	0.019017	0.76756	0.26167	46.519	0.60614	1.4756	0.014179	0.034689	0.0022692	0.0056753	0.00034038	0.0034038	0.00045384	0.0022692	0.00034038	0.0011346	0.00022692	0.00056753	4.5384e-05	0.00022692	0.00010211	2.2692e-05	6.8057e-05	2.2692e-05	7.9408e-05	1.0211e-05	0.00022692	1.5886e-05	0.00034038	6.8057e-05	0.00030633	2.2692e-05	0.00022692	2.2692e-05	5.6753e-05	9.0759e-06	4.5384e-05	1.1346e-05	4.5384e-06	2.2692e-05	3.4038e-06	2.2692e-05	4.5384e-06	1.1346e-05	2.2692e-06	1.0211e-05	2.2692e-06	9.0759e-06	1.0211e-06	1.1346e-05	2.2692e-06	3.4038e-05	3.4038e-05	6.8057e-05	1.1346e-05	1.1346e-05	1.0211e-05	0.00011346	6.8057e-06	2.2692e-06
20.5914	622520	4656.9	54.308	13.92	115.43	0.0052647	24.6	2.0139	23.806	2.1087	41.48	0.026314	11.264	0.019398	0.20449	0.042071	5.5706	0.012936	0.19331	0.018055	0.72874	0.24843	44.166	0.57548	1.4009	0.013462	0.032934	0.0021544	0.0053882	0.00032316	0.0032316	0.00043088	0.0021544	0.00032316	0.0010772	0.00021544	0.00053882	4.3088e-05	0.00021544	9.6944e-05	2.1544e-05	6.4615e-05	2.1544e-05	7.5391e-05	9.6944e-06	0.00021544	1.5083e-05	0.00032316	6.4615e-05	0.00029083	2.1544e-05	0.00021544	2.1544e-05	5.3882e-05	8.6168e-06	4.3088e-05	1.0772e-05	4.3088e-06	2.1544e-05	3.2316e-06	2.1544e-05	4.3088e-06	1.0772e-05	2.1544e-06	9.6944e-06	2.1544e-06	8.6168e-06	9.6944e-07	1.0772e-05	2.1544e-06	3.2316e-05	3.2316e-05	6.4615e-05	1.0772e-05	1.0772e-05	9.6944e-06	0.00010772	6.4615e-06	2.1544e-06
20.8776	604890	4420.9	51.556	13.214	109.58	0.0049979	23.354	1.9118	22.6	2.0018	39.377	0.024981	10.693	0.018415	0.19412	0.039939	5.2883	0.012282	0.18354	0.017142	0.69187	0.23587	41.932	0.54637	1.3301	0.012781	0.031269	0.0020454	0.0051157	0.00030681	0.0030681	0.00040909	0.0020454	0.00030681	0.0010227	0.00020454	0.00051157	4.0909e-05	0.00020454	9.204e-05	2.0454e-05	6.1346e-05	2.0454e-05	7.1578e-05	9.204e-06	0.00020454	1.432e-05	0.00030681	6.1346e-05	0.00027612	2.0454e-05	0.00020454	2.0454e-05	5.1157e-05	8.1809e-06	4.0909e-05	1.0227e-05	4.0909e-06	2.0454e-05	3.0681e-06	2.0454e-05	4.0909e-06	1.0227e-05	2.0454e-06	9.204e-06	2.0454e-06	8.1809e-06	9.204e-07	1.0227e-05	2.0454e-06	3.0681e-05	3.0681e-05	6.1346e-05	1.0227e-05	1.0227e-05	9.204e-06	0.00010227	6.1346e-06	2.0454e-06
21.1677	587690	4196.9	48.943	12.544	104.03	0.0047446	22.17	1.8149	21.454	1.9004	37.382	0.023714	10.151	0.017481	0.18429	0.037914	5.0203	0.011661	0.17425	0.016275	0.65688	0.22394	39.811	0.51873	1.2628	0.012134	0.029687	0.001942	0.0048569	0.00029129	0.0029129	0.00038839	0.001942	0.00029129	0.00097098	0.0001942	0.00048569	3.8839e-05	0.0001942	8.7384e-05	1.942e-05	5.8243e-05	1.942e-05	6.7957e-05	8.7384e-06	0.0001942	1.3595e-05	0.00029129	5.8243e-05	0.00026215	1.942e-05	0.0001942	1.942e-05	4.8569e-05	7.7671e-06	3.8839e-05	9.7098e-06	3.8839e-06	1.942e-05	2.9129e-06	1.942e-05	3.8839e-06	9.7098e-06	1.942e-06	8.7384e-06	1.942e-06	7.7671e-06	8.7384e-07	9.7098e-06	1.942e-06	2.9129e-05	2.9129e-05	5.8243e-05	9.7098e-06	9.7098e-06	8.7384e-06	9.7098e-05	5.8243e-06	1.942e-06
21.4619	570930	3984.2	46.462	11.909	98.753	0.0045041	21.046	1.723	20.367	1.8041	35.487	0.022513	9.6363	0.016595	0.17495	0.035993	4.7658	0.011071	0.16544	0.015451	0.62365	0.21261	37.797	0.49249	1.1989	0.01152	0.028185	0.0018437	0.0046112	0.00027656	0.0027656	0.00036875	0.0018437	0.00027656	0.00092187	0.00018437	0.00046112	3.6875e-05	0.00018437	8.2964e-05	1.8437e-05	5.5297e-05	1.8437e-05	6.4519e-05	8.2964e-06	0.00018437	1.2908e-05	0.00027656	5.5297e-05	0.00024889	1.8437e-05	0.00018437	1.8437e-05	4.6112e-05	7.3742e-06	3.6875e-05	9.2187e-06	3.6875e-06	1.8437e-05	2.7656e-06	1.8437e-05	3.6875e-06	9.2187e-06	1.8437e-06	8.2964e-06	1.8437e-06	7.3742e-06	8.2964e-07	9.2187e-06	1.8437e-06	2.7656e-05	2.7656e-05	5.5297e-05	9.2187e-06	9.2187e-06	8.2964e-06	9.2187e-05	5.5297e-06	1.8437e-06
21.7602	554590	3782.2	44.108	11.305	93.748	0.0042758	19.98	1.6356	19.335	1.7126	33.688	0.021372	9.1479	0.015754	0.16608	0.034169	4.5243	0.010511	0.15707	0.01467	0.5921	0.20185	35.885	0.46758	1.1383	0.010938	0.026759	0.0017505	0.004378	0.00026257	0.0026257	0.00035009	0.0017505	0.00026257	0.00087523	0.00017505	0.0004378	3.5009e-05	0.00017505	7.8768e-05	1.7505e-05	5.25e-05	1.7505e-05	6.1256e-05	7.8768e-06	0.00017505	1.2255e-05	0.00026257	5.25e-05	0.0002363	1.7505e-05	0.00017505	1.7505e-05	4.378e-05	7.0012e-06	3.5009e-05	8.7523e-06	3.5009e-06	1.7505e-05	2.6257e-06	1.7505e-05	3.5009e-06	8.7523e-06	1.7505e-06	7.8768e-06	1.7505e-06	7.0012e-06	7.8768e-07	8.7523e-06	1.7505e-06	2.6257e-05	2.6257e-05	5.25e-05	8.7523e-06	8.7523e-06	7.8768e-06	8.7523e-05	5.25e-06	1.7505e-06
22.0626	538660	3590.5	41.872	10.732	88.997	0.0040591	18.967	1.5527	18.355	1.6258	31.981	0.020288	8.6843	0.014956	0.15766	0.032437	4.295	0.009979	0.14912	0.013928	0.56215	0.19164	34.07	0.44393	1.0807	0.010384	0.025406	0.0016619	0.0041565	0.00024929	0.0024929	0.00033238	0.0016619	0.00024929	0.00083096	0.00016619	0.00041565	3.3238e-05	0.00016619	7.4783e-05	1.6619e-05	4.9844e-05	1.6619e-05	5.8157e-05	7.4783e-06	0.00016619	1.1635e-05	0.00024929	4.9844e-05	0.00022435	1.6619e-05	0.00016619	1.6619e-05	4.1565e-05	6.647e-06	3.3238e-05	8.3096e-06	3.3238e-06	1.6619e-05	2.4929e-06	1.6619e-05	3.3238e-06	8.3096e-06	1.6619e-06	7.4783e-06	1.6619e-06	6.647e-06	7.4783e-07	8.3096e-06	1.6619e-06	2.4929e-05	2.4929e-05	4.9844e-05	8.3096e-06	8.3096e-06	7.4783e-06	8.3096e-05	4.9844e-06	1.6619e-06
22.3692	523130	3408.6	39.75	10.188	84.486	0.0038534	18.006	1.474	17.424	1.5434	30.36	0.01926	8.2442	0.014198	0.14967	0.030793	4.0773	0.0094743	0.14158	0.013223	0.53372	0.18195	32.346	0.42147	1.026	0.0098592	0.024121	0.0015779	0.0039463	0.00023668	0.0023668	0.00031557	0.0015779	0.00023668	0.00078893	0.00015779	0.00039463	3.1557e-05	0.00015779	7.1e-05	1.5779e-05	4.7323e-05	1.5779e-05	5.5215e-05	7.1e-06	0.00015779	1.1046e-05	0.00023668	4.7323e-05	0.000213	1.5779e-05	0.00015779	1.5779e-05	3.9463e-05	6.3108e-06	3.1557e-05	7.8893e-06	3.1557e-06	1.5779e-05	2.3668e-06	1.5779e-05	3.1557e-06	7.8893e-06	1.5779e-06	7.1e-06	1.5779e-06	6.3108e-06	7.1e-07	7.8893e-06	1.5779e-06	2.3668e-05	2.3668e-05	4.7323e-05	7.8893e-06	7.8893e-06	7.1e-06	7.8893e-05	4.7323e-06	1.5779e-06
22.6801	507990	3235.8	37.735	9.6718	80.204	0.0036581	17.093	1.3993	16.541	1.4652	28.821	0.018284	7.8263	0.013478	0.14209	0.029232	3.8707	0.008995	0.13442	0.012554	0.50672	0.17274	30.71	0.40015	0.97413	0.0093605	0.022901	0.001498	0.0037466	0.00022471	0.0022471	0.00029961	0.001498	0.00022471	0.00074902	0.0001498	0.00037466	2.9961e-05	0.0001498	6.7409e-05	1.498e-05	4.4929e-05	1.498e-05	5.2422e-05	6.7409e-06	0.0001498	1.0488e-05	0.00022471	4.4929e-05	0.00020223	1.498e-05	0.0001498	1.498e-05	3.7466e-05	5.9916e-06	2.9961e-05	7.4902e-06	2.9961e-06	1.498e-05	2.2471e-06	1.498e-05	2.9961e-06	7.4902e-06	1.498e-06	6.7409e-06	1.498e-06	5.9916e-06	6.7409e-07	7.4902e-06	1.498e-06	2.2471e-05	2.2471e-05	4.4929e-05	7.4902e-06	7.4902e-06	6.7409e-06	7.4902e-05	4.4929e-06	1.498e-06
22.9953	493250	3071.8	35.823	9.1816	76.139	0.0034727	16.227	1.3284	15.703	1.3909	27.361	0.017357	7.4297	0.012795	0.13488	0.027751	3.6745	0.00854	0.12762	0.011919	0.48109	0.16401	29.157	0.37991	0.92485	0.008887	0.021742	0.0014223	0.0035571	0.00021334	0.0021334	0.00028445	0.0014223	0.00021334	0.00071113	0.00014223	0.00035571	2.8445e-05	0.00014223	6.3999e-05	1.4223e-05	4.2656e-05	1.4223e-05	4.9771e-05	6.3999e-06	0.00014223	9.957e-06	0.00021334	4.2656e-05	0.000192	1.4223e-05	0.00014223	1.4223e-05	3.5571e-05	5.6885e-06	2.8445e-05	7.1113e-06	2.8445e-06	1.4223e-05	2.1334e-06	1.4223e-05	2.8445e-06	7.1113e-06	1.4223e-06	6.3999e-06	1.4223e-06	5.6885e-06	6.3999e-07	7.1113e-06	1.4223e-06	2.1334e-05	2.1334e-05	4.2656e-05	7.1113e-06	7.1113e-06	6.3999e-06	7.1113e-05	4.2656e-06	1.4223e-06
23.3148	478880	2916.1	34.007	8.7163	72.28	0.0032967	15.404	1.2611	14.907	1.3204	25.974	0.016478	7.0531	0.012147	0.12805	0.026344	3.4883	0.008108	0.12116	0.011316	0.45675	0.15571	27.682	0.36069	0.87807	0.0084374	0.020642	0.0013503	0.0033772	0.00020255	0.0020255	0.00027006	0.0013503	0.00020255	0.00067516	0.00013503	0.00033772	2.7006e-05	0.00013503	6.0762e-05	1.3503e-05	4.0499e-05	1.3503e-05	4.7253e-05	6.0762e-06	0.00013503	9.4534e-06	0.00020255	4.0499e-05	0.00018229	1.3503e-05	0.00013503	1.3503e-05	3.3772e-05	5.4007e-06	2.7006e-05	6.7516e-06	2.7006e-06	1.3503e-05	2.0255e-06	1.3503e-05	2.7006e-06	6.7516e-06	1.3503e-06	6.0762e-06	1.3503e-06	5.4007e-06	6.0762e-07	6.7516e-06	1.3503e-06	2.0255e-05	2.0255e-05	4.0499e-05	6.7516e-06	6.7516e-06	6.0762e-06	6.7516e-05	4.0499e-06	1.3503e-06
23.6389	464880	2768.3	32.284	8.2745	68.617	0.0031296	14.624	1.1972	14.152	1.2535	24.658	0.015642	6.6957	0.011531	0.12156	0.025009	3.3115	0.0076979	0.11503	0.010744	0.43365	0.14783	26.282	0.34245	0.83365	0.0080106	0.019598	0.001282	0.0032064	0.0001923	0.001923	0.0002564	0.001282	0.0001923	0.00064101	0.0001282	0.00032064	2.564e-05	0.0001282	5.7688e-05	1.282e-05	3.845e-05	1.282e-05	4.4863e-05	5.7688e-06	0.0001282	8.9752e-06	0.0001923	3.845e-05	0.00017306	1.282e-05	0.0001282	1.282e-05	3.2064e-05	5.1275e-06	2.564e-05	6.4101e-06	2.564e-06	1.282e-05	1.923e-06	1.282e-05	2.564e-06	6.4101e-06	1.282e-06	5.7688e-06	1.282e-06	5.1275e-06	5.7688e-07	6.4101e-06	1.282e-06	1.923e-05	1.923e-05	3.845e-05	6.4101e-06	6.4101e-06	5.7688e-06	6.4101e-05	3.845e-06	1.282e-06
23.9674	451240	2628	30.647	7.8552	65.139	0.002971	13.883	1.1365	13.434	1.19	23.408	0.01485	6.3563	0.010947	0.1154	0.023741	3.1436	0.0073085	0.10922	0.0102	0.41171	0.14036	24.952	0.32513	0.79148	0.0076054	0.018607	0.0012172	0.0030442	0.00018258	0.0018257	0.00024343	0.0012172	0.00018258	0.00060858	0.00012172	0.00030442	2.4343e-05	0.00012172	5.477e-05	1.2172e-05	3.6505e-05	1.2172e-05	4.2593e-05	5.477e-06	0.00012172	8.5212e-06	0.00018258	3.6505e-05	0.00016431	1.2172e-05	0.00012172	1.2172e-05	3.0442e-05	4.8682e-06	2.4343e-05	6.0858e-06	2.4343e-06	1.2172e-05	1.8258e-06	1.2172e-05	2.4343e-06	6.0858e-06	1.2172e-06	5.477e-06	1.2172e-06	4.8682e-06	5.477e-07	6.0858e-06	1.2172e-06	1.8258e-05	1.8258e-05	3.6505e-05	6.0858e-06	6.0858e-06	5.477e-06	6.0858e-05	3.6505e-06	1.2172e-06
24.3005	437950	2494.8	29.094	7.457	61.838	0.0028204	13.179	1.0789	12.753	1.1297	22.221	0.014097	6.0342	0.010392	0.10955	0.022538	2.9843	0.0069388	0.10369	0.0096845	0.39088	0.13326	23.69	0.30868	0.75145	0.0072207	0.017666	0.0011556	0.0028902	0.00017334	0.0017334	0.00023112	0.0011556	0.00017334	0.0005778	0.00011556	0.00028902	2.3112e-05	0.00011556	5.2e-05	1.1556e-05	3.4658e-05	1.1556e-05	4.0439e-05	5.2e-06	0.00011556	8.0901e-06	0.00017334	3.4658e-05	0.000156	1.1556e-05	0.00011556	1.1556e-05	2.8902e-05	4.6219e-06	2.3112e-05	5.778e-06	2.3112e-06	1.1556e-05	1.7334e-06	1.1556e-05	2.3112e-06	5.778e-06	1.1556e-06	5.2e-06	1.1556e-06	4.6219e-06	5.2e-07	5.778e-06	1.1556e-06	1.7334e-05	1.7334e-05	3.4658e-05	5.778e-06	5.778e-06	5.2e-06	5.778e-05	3.4658e-06	1.1556e-06
24.6382	425010	2368.4	27.62	7.0791	58.704	0.0026775	12.511	1.0242	12.107	1.0724	21.095	0.013383	5.7283	0.0098651	0.104	0.021396	2.833	0.0065878	0.098446	0.0091946	0.37111	0.12652	22.492	0.29307	0.71344	0.0068555	0.016772	0.0010971	0.002744	0.00016457	0.0016457	0.00021943	0.0010971	0.00016457	0.00054857	0.00010971	0.0002744	2.1943e-05	0.00010971	4.9369e-05	1.0971e-05	3.2905e-05	1.0971e-05	3.8393e-05	4.9369e-06	0.00010971	7.6809e-06	0.00016457	3.2905e-05	0.00014811	1.0971e-05	0.00010971	1.0971e-05	2.744e-05	4.3881e-06	2.1943e-05	5.4857e-06	2.1943e-06	1.0971e-05	1.6457e-06	1.0971e-05	2.1943e-06	5.4857e-06	1.0971e-06	4.9369e-06	1.0971e-06	4.3881e-06	4.9369e-07	5.4857e-06	1.0971e-06	1.6457e-05	1.6457e-05	3.2905e-05	5.4857e-06	5.4857e-06	4.9369e-06	5.4857e-05	3.2905e-06	1.0971e-06
24.9806	412410	2248.3	26.22	6.7203	55.729	0.0025418	11.877	0.97231	11.493	1.0181	20.026	0.012704	5.438	0.0093651	0.098726	0.020312	2.6895	0.0062546	0.093466	0.0087295	0.35234	0.12012	21.354	0.27824	0.67735	0.0065087	0.015924	0.0010416	0.0026052	0.00015625	0.0015625	0.00020833	0.0010416	0.00015625	0.00052082	0.00010416	0.00026052	2.0833e-05	0.00010416	4.6872e-05	1.0416e-05	3.1241e-05	1.0416e-05	3.6451e-05	4.6872e-06	0.00010416	7.2924e-06	0.00015625	3.1241e-05	0.00014062	1.0416e-05	0.00010416	1.0416e-05	2.6052e-05	4.1662e-06	2.0833e-05	5.2082e-06	2.0833e-06	1.0416e-05	1.5625e-06	1.0416e-05	2.0833e-06	5.2082e-06	1.0416e-06	4.6872e-06	1.0416e-06	4.1662e-06	4.6872e-07	5.2082e-06	1.0416e-06	1.5625e-05	1.5625e-05	3.1241e-05	5.2082e-06	5.2082e-06	4.6872e-06	5.2082e-05	3.1241e-06	1.0416e-06
25.3277	400150	2134.4	24.891	6.3797	52.904	0.0024129	11.275	0.92303	10.911	0.96647	19.011	0.01206	5.1624	0.0088905	0.093722	0.019282	2.5532	0.0059382	0.088738	0.0082879	0.33452	0.11404	20.274	0.26417	0.64308	0.0061794	0.015118	0.00098895	0.0024734	0.00014834	0.0014834	0.00019779	0.00098895	0.00014834	0.00049448	9.8895e-05	0.00024734	1.9779e-05	9.8895e-05	4.4501e-05	9.8895e-06	2.9661e-05	9.8895e-06	3.4607e-05	4.4501e-06	9.8895e-05	6.9235e-06	0.00014834	2.9661e-05	0.0001335	9.8895e-06	9.8895e-05	9.8895e-06	2.4734e-05	3.9554e-06	1.9779e-05	4.9448e-06	1.9779e-06	9.8895e-06	1.4834e-06	9.8895e-06	1.9779e-06	4.9448e-06	9.8895e-07	4.4501e-06	9.8895e-07	3.9554e-06	4.4501e-07	4.9448e-06	9.8895e-07	1.4834e-05	1.4834e-05	2.9661e-05	4.9448e-06	4.9448e-06	4.4501e-06	4.9448e-05	2.9661e-06	9.8895e-07
25.6797	388200	2026.2	23.629	6.0564	50.223	0.0022907	10.703	0.87625	10.358	0.91749	18.048	0.011449	4.9007	0.0084399	0.088972	0.018305	2.4238	0.0056378	0.084249	0.0078687	0.3176	0.10827	19.248	0.2508	0.61055	0.0058669	0.014353	0.00093893	0.0023483	0.00014084	0.0014084	0.00018779	0.00093893	0.00014084	0.00046946	9.3893e-05	0.00023483	1.8779e-05	9.3893e-05	4.225e-05	9.3893e-06	2.816e-05	9.3893e-06	3.2857e-05	4.225e-06	9.3893e-05	6.5733e-06	0.00014084	2.816e-05	0.00012675	9.3893e-06	9.3893e-05	9.3893e-06	2.3483e-05	3.7553e-06	1.8779e-05	4.6946e-06	1.8779e-06	9.3893e-06	1.4084e-06	9.3893e-06	1.8779e-06	4.6946e-06	9.3893e-07	4.225e-06	9.3893e-07	3.7553e-06	4.225e-07	4.6946e-06	9.3893e-07	1.4084e-05	1.4084e-05	2.816e-05	4.6946e-06	4.6946e-06	4.225e-06	4.6946e-05	2.816e-06	9.3893e-07
26.0366	376570	1923.5	22.432	5.7494	47.677	0.0021746	10.161	0.83184	9.833	0.87099	17.133	0.010869	4.6524	0.0080121	0.084463	0.017377	2.3009	0.0053526	0.079988	0.0074706	0.30153	0.10279	18.275	0.23812	0.57967	0.0055701	0.013627	0.00089143	0.0022295	0.00013372	0.0013372	0.00017829	0.00089143	0.00013372	0.00044572	8.9143e-05	0.00022295	1.7829e-05	8.9143e-05	4.0113e-05	8.9143e-06	2.6736e-05	8.9143e-06	3.1195e-05	4.0113e-06	8.9143e-05	6.2408e-06	0.00013372	2.6736e-05	0.00012034	8.9143e-06	8.9143e-05	8.9143e-06	2.2295e-05	3.5654e-06	1.7829e-05	4.4572e-06	1.7829e-06	8.9143e-06	1.3372e-06	8.9143e-06	1.7829e-06	4.4572e-06	8.9143e-07	4.0113e-06	8.9143e-07	3.5654e-06	4.0113e-07	4.4572e-06	8.9143e-07	1.3372e-05	1.3372e-05	2.6736e-05	4.4572e-06	4.4572e-06	4.0113e-06	4.4572e-05	2.6736e-06	8.9143e-07
26.3984	365250	1826	21.295	5.458	45.261	0.0020643	9.646	0.78968	9.3346	0.82684	16.265	0.010318	4.4166	0.0076061	0.080182	0.016496	2.1843	0.0050819	0.075942	0.0070927	0.28628	0.097595	17.35	0.22607	0.55035	0.0052883	0.012938	0.00084634	0.0021167	0.00012695	0.0012695	0.00016927	0.00084634	0.00012695	0.00042317	8.4634e-05	0.00021167	1.6927e-05	8.4634e-05	3.8084e-05	8.4634e-06	2.5383e-05	8.4634e-06	2.9617e-05	3.8084e-06	8.4634e-05	5.9251e-06	0.00012695	2.5383e-05	0.00011425	8.4634e-06	8.4634e-05	8.4634e-06	2.1167e-05	3.385e-06	1.6927e-05	4.2317e-06	1.6927e-06	8.4634e-06	1.2695e-06	8.4634e-06	1.6927e-06	4.2317e-06	8.4634e-07	3.8084e-06	8.4634e-07	3.385e-06	3.8084e-07	4.2317e-06	8.4634e-07	1.2695e-05	1.2695e-05	2.5383e-05	4.2317e-06	4.2317e-06	3.8084e-06	4.2317e-05	2.5383e-06	8.4634e-07
26.7653	354240	1733.5	20.216	5.1814	42.967	0.0019597	9.1571	0.74965	8.8615	0.78494	15.44	0.0097951	4.1927	0.0072206	0.076118	0.01566	2.0736	0.0048248	0.0721	0.006734	0.2718	0.092658	16.473	0.21464	0.52251	0.0050208	0.012284	0.00080353	0.0020096	0.00012053	0.0012053	0.00016071	0.00080353	0.00012053	0.00040176	8.0353e-05	0.00020096	1.6071e-05	8.0353e-05	3.6157e-05	8.0353e-06	2.4099e-05	8.0353e-06	2.8119e-05	3.6157e-06	8.0353e-05	5.6254e-06	0.00012053	2.4099e-05	0.00010847	8.0353e-06	8.0353e-05	8.0353e-06	2.0096e-05	3.2138e-06	1.6071e-05	4.0176e-06	1.6071e-06	8.0353e-06	1.2053e-06	8.0353e-06	1.6071e-06	4.0176e-06	8.0353e-07	3.6157e-06	8.0353e-07	3.2138e-06	3.6157e-07	4.0176e-06	8.0353e-07	1.2053e-05	1.2053e-05	2.4099e-05	4.0176e-06	4.0176e-06	3.6157e-06	4.0176e-05	2.4099e-06	8.0353e-07
27.1373	343510	1645.6	19.191	4.9188	40.789	0.0018604	8.693	0.71166	8.4124	0.74515	14.658	0.0092987	3.9802	0.0068546	0.07226	0.014867	1.9685	0.0045807	0.068453	0.0063933	0.25805	0.087971	15.639	0.20378	0.49608	0.0047669	0.011662	0.00076288	0.001908	0.00011443	0.0011443	0.00015258	0.00076288	0.00011443	0.00038144	7.6288e-05	0.0001908	1.5258e-05	7.6288e-05	3.4328e-05	7.6288e-06	2.288e-05	7.6288e-06	2.6696e-05	3.4328e-06	7.6288e-05	5.3408e-06	0.00011443	2.288e-05	0.00010298	7.6288e-06	7.6288e-05	7.6288e-06	1.908e-05	3.0512e-06	1.5258e-05	3.8144e-06	1.5258e-06	7.6288e-06	1.1443e-06	7.6288e-06	1.5258e-06	3.8144e-06	7.6288e-07	3.4328e-06	7.6288e-07	3.0512e-06	3.4328e-07	3.8144e-06	7.6288e-07	1.1443e-05	1.1443e-05	2.288e-05	3.8144e-06	3.8144e-06	3.4328e-06	3.8144e-05	2.288e-06	7.6288e-07
27.5144	333080	1562.2	18.218	4.6695	38.722	0.0017661	8.2525	0.67559	7.986	0.70739	13.915	0.0088274	3.7785	0.0065072	0.068598	0.014113	1.8687	0.004349	0.06499	0.0060699	0.24499	0.083521	14.848	0.19347	0.47098	0.0045257	0.011072	0.00072429	0.0018115	0.00010864	0.0010864	0.00014486	0.00072429	0.00010864	0.00036215	7.2429e-05	0.00018115	1.4486e-05	7.2429e-05	3.2592e-05	7.2429e-06	2.1723e-05	7.2429e-06	2.5346e-05	3.2592e-06	7.2429e-05	5.0707e-06	0.00010864	2.1723e-05	9.7775e-05	7.2429e-06	7.2429e-05	7.2429e-06	1.8115e-05	2.8969e-06	1.4486e-05	3.6215e-06	1.4486e-06	7.2429e-06	1.0864e-06	7.2429e-06	1.4486e-06	3.6215e-06	7.2429e-07	3.2592e-06	7.2429e-07	2.8969e-06	3.2592e-07	3.6215e-06	7.2429e-07	1.0864e-05	1.0864e-05	2.1723e-05	3.6215e-06	3.6215e-06	3.2592e-06	3.6215e-05	2.1723e-06	7.2429e-07
