"Energy (MeV/nuc)"	"Flux (particles/m2-s-sr-MeV/nuc)"
""	Z=1	Z=2	Z=6	Z=7	Z=8	Z=9	Z=10	Z=11	Z=12	Z=13	Z=14	Z=15	Z=16	Z=17	Z=18	Z=19	Z=20	Z=21	Z=22	Z=23	Z=24	Z=25	Z=26	Z=27	Z=28	Z=29	Z=30	Z=31	Z=32	Z=33	Z=34	Z=35	Z=36	Z=37	Z=38	Z=39	Z=40	Z=41	Z=42	Z=44	Z=45	Z=46	Z=47	Z=48	Z=49	Z=50	Z=51	Z=52	Z=53	Z=54	Z=55	Z=56	Z=57	Z=58	Z=59	Z=60	Z=62	Z=63	Z=64	Z=65	Z=66	Z=67	Z=68	Z=69	Z=70	Z=71	Z=72	Z=73	Z=74	Z=75	Z=76	Z=77	Z=78	Z=79	Z=80	Z=81	Z=82	Z=83	Z=90
13516.7	0.0001737	1.126e-07	1.3131e-09	3.3655e-10	2.7909e-09	1.2729e-13	5.9479e-10	4.8693e-11	5.7559e-10	5.0985e-11	1.0029e-09	6.3623e-13	2.7233e-10	4.69e-13	4.9442e-12	1.0172e-12	1.3469e-10	2.1752e-11	3.2506e-10	3.036e-11	1.2254e-09	4.1774e-10	7.4265e-08	9.6767e-10	2.3557e-09	2.2636e-11	5.5379e-11	3.6226e-12	9.0603e-12	5.434e-13	5.434e-12	7.2453e-13	3.6226e-12	5.434e-13	1.8113e-12	3.6226e-13	9.0603e-13	7.2453e-14	3.6226e-13	1.6301e-13	3.6226e-14	1.0865e-13	3.6226e-14	1.2677e-13	1.6301e-14	3.6226e-13	2.5362e-14	5.434e-13	1.0865e-13	4.8904e-13	3.6226e-14	3.6226e-13	3.6226e-14	9.0603e-14	1.4489e-14	7.2453e-14	1.8113e-14	7.2453e-15	3.6226e-14	5.434e-15	3.6226e-14	7.2453e-15	1.8113e-14	3.6226e-15	1.6301e-14	3.6226e-15	1.4489e-14	1.6301e-15	1.8113e-14	3.6226e-15	5.434e-14	5.434e-14	1.0865e-13	1.8113e-14	1.8113e-14	1.6301e-14	1.8113e-13	1.0865e-14	3.6226e-15
13704.5	0.00016491	1.0689e-07	1.2465e-09	3.195e-10	2.6494e-09	1.2084e-13	5.6465e-10	4.6225e-11	5.4642e-10	4.8401e-11	9.5207e-10	6.0399e-13	2.5853e-10	4.4523e-13	4.6936e-12	9.6564e-13	1.2786e-10	2.091e-11	3.1247e-10	2.9184e-11	1.1779e-09	4.0157e-10	7.139e-08	9.3021e-10	2.2645e-09	2.176e-11	5.3235e-11	3.4824e-12	8.7095e-12	5.2236e-13	5.2236e-12	6.9648e-13	3.4824e-12	5.2236e-13	1.7412e-12	3.4824e-13	8.7095e-13	6.9648e-14	3.4824e-13	1.567e-13	3.4824e-14	1.0444e-13	3.4824e-14	1.2186e-13	1.567e-14	3.4824e-13	2.438e-14	5.2236e-13	1.0444e-13	4.701e-13	3.4824e-14	3.4824e-13	3.4824e-14	8.7095e-14	1.3928e-14	6.9648e-14	1.7412e-14	6.9648e-15	3.4824e-14	5.2236e-15	3.4824e-14	6.9648e-15	1.7412e-14	3.4824e-15	1.567e-14	3.4824e-15	1.3928e-14	1.567e-15	1.7412e-14	3.4824e-15	5.2236e-14	5.2236e-14	1.0444e-13	1.7412e-14	1.7412e-14	1.567e-14	1.7412e-13	1.0444e-14	3.4824e-15
13895	0.00015657	1.0147e-07	1.1834e-09	3.033e-10	2.5152e-09	1.1472e-13	5.3603e-10	4.3882e-11	5.1873e-10	4.5948e-11	9.0382e-10	5.7337e-13	2.4543e-10	4.2267e-13	4.4557e-12	9.167e-13	1.2138e-10	2.01e-11	3.0037e-10	2.8054e-11	1.1323e-09	3.8602e-10	6.8626e-08	8.9419e-10	2.1768e-09	2.0917e-11	5.1174e-11	3.3476e-12	8.3723e-12	5.0213e-13	5.0213e-12	6.6951e-13	3.3476e-12	5.0213e-13	1.6738e-12	3.3476e-13	8.3723e-13	6.6951e-14	3.3476e-13	1.5063e-13	3.3476e-14	1.004e-13	3.3476e-14	1.1714e-13	1.5063e-14	3.3476e-13	2.3436e-14	5.0213e-13	1.004e-13	4.519e-13	3.3476e-14	3.3476e-13	3.3476e-14	8.3723e-14	1.3389e-14	6.6951e-14	1.6738e-14	6.6951e-15	3.3476e-14	5.0213e-15	3.3476e-14	6.6951e-15	1.6738e-14	3.3476e-15	1.5063e-14	3.3476e-15	1.3389e-14	1.5063e-15	1.6738e-14	3.3476e-15	5.0213e-14	5.0213e-14	1.004e-13	1.6738e-14	1.6738e-14	1.5063e-14	1.6738e-13	1.004e-14	3.3476e-15
14088.1	0.00014865	9.633e-08	1.1234e-09	2.8793e-10	2.3877e-09	1.089e-13	5.0886e-10	4.1658e-11	4.9244e-10	4.3619e-11	8.5801e-10	5.4431e-13	2.3299e-10	4.0125e-13	4.2299e-12	8.7024e-13	1.1523e-10	1.9322e-11	2.8874e-10	2.6968e-11	1.0885e-09	3.7107e-10	6.5969e-08	8.5957e-10	2.0925e-09	2.0107e-11	4.9193e-11	3.218e-12	8.0482e-12	4.8269e-13	4.8269e-12	6.4359e-13	3.218e-12	4.8269e-13	1.609e-12	3.218e-13	8.0482e-13	6.4359e-14	3.218e-13	1.448e-13	3.218e-14	9.6512e-14	3.218e-14	1.1261e-13	1.448e-14	3.218e-13	2.2528e-14	4.8269e-13	9.6512e-14	4.344e-13	3.218e-14	3.218e-13	3.218e-14	8.0482e-14	1.287e-14	6.4359e-14	1.609e-14	6.4359e-15	3.218e-14	4.8269e-15	3.218e-14	6.4359e-15	1.609e-14	3.218e-15	1.448e-14	3.218e-15	1.287e-14	1.448e-15	1.609e-14	3.218e-15	4.8269e-14	4.8269e-14	9.6512e-14	1.609e-14	1.609e-14	1.448e-14	1.609e-13	9.6512e-15	3.218e-15
14283.8	0.00014113	9.1448e-08	1.0664e-09	2.7334e-10	2.2667e-09	1.0338e-13	4.8307e-10	3.9547e-11	4.6748e-10	4.1408e-11	8.1453e-10	5.1673e-13	2.2118e-10	3.8091e-13	4.0155e-12	8.2614e-13	1.0939e-10	1.8574e-11	2.7757e-10	2.5924e-11	1.0463e-09	3.5671e-10	6.3415e-08	8.2629e-10	2.0115e-09	1.9329e-11	4.7288e-11	3.0934e-12	7.7366e-12	4.64e-13	4.64e-12	6.1867e-13	3.0934e-12	4.64e-13	1.5467e-12	3.0934e-13	7.7366e-13	6.1867e-14	3.0934e-13	1.3919e-13	3.0934e-14	9.2775e-14	3.0934e-14	1.0825e-13	1.3919e-14	3.0934e-13	2.1656e-14	4.64e-13	9.2775e-14	4.1758e-13	3.0934e-14	3.0934e-13	3.0934e-14	7.7366e-14	1.2372e-14	6.1867e-14	1.5467e-14	6.1867e-15	3.0934e-14	4.64e-15	3.0934e-14	6.1867e-15	1.5467e-14	3.0934e-15	1.3919e-14	3.0934e-15	1.2372e-14	1.3919e-15	1.5467e-14	3.0934e-15	4.64e-14	4.64e-14	9.2775e-14	1.5467e-14	1.5467e-14	1.3919e-14	1.5467e-13	9.2775e-15	3.0934e-15
14482.4	0.00013399	8.6813e-08	1.0124e-09	2.5948e-10	2.1518e-09	9.8143e-14	4.5859e-10	3.7543e-11	4.4378e-10	3.9309e-11	7.7324e-10	4.9054e-13	2.0997e-10	3.6161e-13	3.812e-12	7.8427e-13	1.0385e-10	1.7855e-11	2.6682e-10	2.492e-11	1.0058e-09	3.429e-10	6.0959e-08	7.943e-10	1.9336e-09	1.858e-11	4.5457e-11	2.9736e-12	7.437e-12	4.4604e-13	4.4604e-12	5.9472e-13	2.9736e-12	4.4604e-13	1.4868e-12	2.9736e-13	7.437e-13	5.9472e-14	2.9736e-13	1.3381e-13	2.9736e-14	8.9183e-14	2.9736e-14	1.0406e-13	1.3381e-14	2.9736e-13	2.0818e-14	4.4604e-13	8.9183e-14	4.0142e-13	2.9736e-14	2.9736e-13	2.9736e-14	7.437e-14	1.1893e-14	5.9472e-14	1.4868e-14	5.9472e-15	2.9736e-14	4.4604e-15	2.9736e-14	5.9472e-15	1.4868e-14	2.9736e-15	1.3381e-14	2.9736e-15	1.1893e-14	1.3381e-15	1.4868e-14	2.9736e-15	4.4604e-14	4.4604e-14	8.9183e-14	1.4868e-14	1.4868e-14	1.3381e-14	1.4868e-13	8.9183e-15	2.9736e-15
14683.6	0.00012721	8.2413e-08	9.6108e-10	2.4633e-10	2.0427e-09	9.3168e-14	4.3535e-10	3.564e-11	4.2129e-10	3.7317e-11	7.3406e-10	4.6568e-13	1.9933e-10	3.4328e-13	3.6188e-12	7.4452e-13	9.8582e-11	1.7164e-11	2.5649e-10	2.3955e-11	9.6689e-10	3.2962e-10	5.8599e-08	7.6355e-10	1.8588e-09	1.7861e-11	4.3697e-11	2.8585e-12	7.1491e-12	4.2877e-13	4.2877e-12	5.7169e-13	2.8585e-12	4.2877e-13	1.4292e-12	2.8585e-13	7.1491e-13	5.7169e-14	2.8585e-13	1.2863e-13	2.8585e-14	8.5731e-14	2.8585e-14	1.0003e-13	1.2863e-14	2.8585e-13	2.0012e-14	4.2877e-13	8.5731e-14	3.8588e-13	2.8585e-14	2.8585e-13	2.8585e-14	7.1491e-14	1.1433e-14	5.7169e-14	1.4292e-14	5.7169e-15	2.8585e-14	4.2877e-15	2.8585e-14	5.7169e-15	1.4292e-14	2.8585e-15	1.2863e-14	2.8585e-15	1.1433e-14	1.2863e-15	1.4292e-14	2.8585e-15	4.2877e-14	4.2877e-14	8.5731e-14	1.4292e-14	1.4292e-14	1.2863e-14	1.4292e-13	8.5731e-15	2.8585e-15
14887.7	0.00012078	7.8236e-08	9.1237e-10	2.3385e-10	1.9392e-09	8.8446e-14	4.1328e-10	3.3834e-11	3.9994e-10	3.5426e-11	6.9685e-10	4.4207e-13	1.8923e-10	3.2588e-13	3.4354e-12	7.0678e-13	9.3586e-11	1.6499e-11	2.4656e-10	2.3028e-11	9.2945e-10	3.1686e-10	5.633e-08	7.3398e-10	1.7868e-09	1.7169e-11	4.2006e-11	2.7478e-12	6.8723e-12	4.1217e-13	4.1217e-12	5.4956e-13	2.7478e-12	4.1217e-13	1.3739e-12	2.7478e-13	6.8723e-13	5.4956e-14	2.7478e-13	1.2365e-13	2.7478e-14	8.2411e-14	2.7478e-14	9.6156e-14	1.2365e-14	2.7478e-13	1.9237e-14	4.1217e-13	8.2411e-14	3.7094e-13	2.7478e-14	2.7478e-13	2.7478e-14	6.8723e-14	1.099e-14	5.4956e-14	1.3739e-14	5.4956e-15	2.7478e-14	4.1217e-15	2.7478e-14	5.4956e-15	1.3739e-14	2.7478e-15	1.2365e-14	2.7478e-15	1.099e-14	1.2365e-15	1.3739e-14	2.7478e-15	4.1217e-14	4.1217e-14	8.2411e-14	1.3739e-14	1.3739e-14	1.2365e-14	1.3739e-13	8.2411e-15	2.7478e-15
15094.6	0.00011467	7.4271e-08	8.6613e-10	2.22e-10	1.8409e-09	8.3964e-14	3.9234e-10	3.2119e-11	3.7967e-10	3.363e-11	6.6153e-10	4.1967e-13	1.7964e-10	3.0936e-13	3.2613e-12	6.7096e-13	8.8843e-11	1.586e-11	2.3701e-10	2.2136e-11	8.9346e-10	3.0459e-10	5.4149e-08	7.0557e-10	1.7176e-09	1.6505e-11	4.0379e-11	2.6414e-12	6.6062e-12	3.9621e-13	3.9621e-12	5.2828e-13	2.6414e-12	3.9621e-13	1.3207e-12	2.6414e-13	6.6062e-13	5.2828e-14	2.6414e-13	1.1886e-13	2.6414e-14	7.9221e-14	2.6414e-14	9.2433e-14	1.1886e-14	2.6414e-13	1.8492e-14	3.9621e-13	7.9221e-14	3.5657e-13	2.6414e-14	2.6414e-13	2.6414e-14	6.6062e-14	1.0565e-14	5.2828e-14	1.3207e-14	5.2828e-15	2.6414e-14	3.9621e-15	2.6414e-14	5.2828e-15	1.3207e-14	2.6414e-15	1.1886e-14	2.6414e-15	1.0565e-14	1.1886e-15	1.3207e-14	2.6414e-15	3.9621e-14	3.9621e-14	7.9221e-14	1.3207e-14	1.3207e-14	1.1886e-14	1.3207e-13	7.9221e-15	2.6414e-15
15304.4	0.00010887	7.0507e-08	8.2224e-10	2.1074e-10	1.7476e-09	7.9708e-14	3.7245e-10	3.0491e-11	3.6043e-10	3.1926e-11	6.2801e-10	3.984e-13	1.7053e-10	2.9368e-13	3.096e-12	6.3696e-13	8.434e-11	1.5246e-11	2.2784e-10	2.1279e-11	8.5887e-10	2.928e-10	5.2053e-08	6.7825e-10	1.6511e-09	1.5866e-11	3.8816e-11	2.5391e-12	6.3504e-12	3.8087e-13	3.8087e-12	5.0783e-13	2.5391e-12	3.8087e-13	1.2696e-12	2.5391e-13	6.3504e-13	5.0783e-14	2.5391e-13	1.1426e-13	2.5391e-14	7.6153e-14	2.5391e-14	8.8854e-14	1.1426e-14	2.5391e-13	1.7776e-14	3.8087e-13	7.6153e-14	3.4277e-13	2.5391e-14	2.5391e-13	2.5391e-14	6.3504e-14	1.0156e-14	5.0783e-14	1.2696e-14	5.0783e-15	2.5391e-14	3.8087e-15	2.5391e-14	5.0783e-15	1.2696e-14	2.5391e-15	1.1426e-14	2.5391e-15	1.0156e-14	1.1426e-15	1.2696e-14	2.5391e-15	3.8087e-14	3.8087e-14	7.6153e-14	1.2696e-14	1.2696e-14	1.1426e-14	1.2696e-13	7.6153e-15	2.5391e-15
15517.1	0.00010336	6.6933e-08	7.8056e-10	2.0006e-10	1.659e-09	7.5668e-14	3.5357e-10	2.8946e-11	3.4216e-10	3.0308e-11	5.9618e-10	3.7821e-13	1.6189e-10	2.788e-13	2.9391e-12	6.0467e-13	8.0065e-11	1.4656e-11	2.1901e-10	2.0455e-11	8.2562e-10	2.8146e-10	5.0038e-08	6.5199e-10	1.5872e-09	1.5251e-11	3.7313e-11	2.4408e-12	6.1046e-12	3.6612e-13	3.6612e-12	4.8817e-13	2.4408e-12	3.6612e-13	1.2204e-12	2.4408e-13	6.1046e-13	4.8817e-14	2.4408e-13	1.0983e-13	2.4408e-14	7.3205e-14	2.4408e-14	8.5414e-14	1.0983e-14	2.4408e-13	1.7088e-14	3.6612e-13	7.3205e-14	3.295e-13	2.4408e-14	2.4408e-13	2.4408e-14	6.1046e-14	9.7623e-15	4.8817e-14	1.2204e-14	4.8817e-15	2.4408e-14	3.6612e-15	2.4408e-14	4.8817e-15	1.2204e-14	2.4408e-15	1.0983e-14	2.4408e-15	9.7623e-15	1.0983e-15	1.2204e-14	2.4408e-15	3.6612e-14	3.6612e-14	7.3205e-14	1.2204e-14	1.2204e-14	1.0983e-14	1.2204e-13	7.3205e-15	2.4408e-15
15732.7	9.8134e-05	6.3541e-08	7.41e-10	1.8992e-10	1.575e-09	7.1833e-14	3.3565e-10	2.7479e-11	3.2482e-10	2.8772e-11	5.6596e-10	3.5904e-13	1.5368e-10	2.6467e-13	2.7901e-12	5.7403e-13	7.6007e-11	1.4089e-11	2.1053e-10	1.9663e-11	7.9365e-10	2.7056e-10	4.81e-08	6.2675e-10	1.5257e-09	1.4661e-11	3.5868e-11	2.3463e-12	5.8682e-12	3.5195e-13	3.5195e-12	4.6927e-13	2.3463e-12	3.5195e-13	1.1732e-12	2.3463e-13	5.8682e-13	4.6927e-14	2.3463e-13	1.0558e-13	2.3463e-14	7.0371e-14	2.3463e-14	8.2107e-14	1.0558e-14	2.3463e-13	1.6426e-14	3.5195e-13	7.0371e-14	3.1674e-13	2.3463e-14	2.3463e-13	2.3463e-14	5.8682e-14	9.3843e-15	4.6927e-14	1.1732e-14	4.6927e-15	2.3463e-14	3.5195e-15	2.3463e-14	4.6927e-15	1.1732e-14	2.3463e-15	1.0558e-14	2.3463e-15	9.3843e-15	1.0558e-15	1.1732e-14	2.3463e-15	3.5195e-14	3.5195e-14	7.0371e-14	1.1732e-14	1.1732e-14	1.0558e-14	1.1732e-13	7.0371e-15	2.3463e-15
15951.3	9.317e-05	6.032e-08	7.0345e-10	1.803e-10	1.4951e-09	6.8193e-14	3.1864e-10	2.6086e-11	3.0836e-10	2.7314e-11	5.3728e-10	3.4084e-13	1.459e-10	2.5126e-13	2.6487e-12	5.4493e-13	7.2155e-11	1.3543e-11	2.0238e-10	1.8902e-11	7.6292e-10	2.6009e-10	4.6238e-08	6.0248e-10	1.4667e-09	1.4093e-11	3.448e-11	2.2555e-12	5.641e-12	3.3832e-13	3.3832e-12	4.511e-13	2.2555e-12	3.3832e-13	1.1277e-12	2.2555e-13	5.641e-13	4.511e-14	2.2555e-13	1.0149e-13	2.2555e-14	6.7646e-14	2.2555e-14	7.8928e-14	1.0149e-14	2.2555e-13	1.579e-14	3.3832e-13	6.7646e-14	3.0448e-13	2.2555e-14	2.2555e-13	2.2555e-14	5.641e-14	9.021e-15	4.511e-14	1.1277e-14	4.511e-15	2.2555e-14	3.3832e-15	2.2555e-14	4.511e-15	1.1277e-14	2.2555e-15	1.0149e-14	2.2555e-15	9.021e-15	1.0149e-15	1.1277e-14	2.2555e-15	3.3832e-14	3.3832e-14	6.7646e-14	1.1277e-14	1.1277e-14	1.0149e-14	1.1277e-13	6.7646e-15	2.2555e-15
16173	8.8457e-05	5.7263e-08	6.6779e-10	1.7116e-10	1.4194e-09	6.4737e-14	3.0249e-10	2.4764e-11	2.9273e-10	2.5929e-11	5.1005e-10	3.2357e-13	1.385e-10	2.3852e-13	2.5145e-12	5.1732e-13	6.8498e-11	1.3019e-11	1.9455e-10	1.817e-11	7.3339e-10	2.5002e-10	4.4448e-08	5.7915e-10	1.4099e-09	1.3548e-11	3.3145e-11	2.1682e-12	5.4226e-12	3.2522e-13	3.2522e-12	4.3363e-13	2.1682e-12	3.2522e-13	1.0841e-12	2.1682e-13	5.4226e-13	4.3363e-14	2.1682e-13	9.7563e-14	2.1682e-14	6.5027e-14	2.1682e-14	7.5872e-14	9.7563e-15	2.1682e-13	1.5179e-14	3.2522e-13	6.5027e-14	2.9269e-13	2.1682e-14	2.1682e-13	2.1682e-14	5.4226e-14	8.6717e-15	4.3363e-14	1.0841e-14	4.3363e-15	2.1682e-14	3.2522e-15	2.1682e-14	4.3363e-15	1.0841e-14	2.1682e-15	9.7563e-15	2.1682e-15	8.6717e-15	9.7563e-16	1.0841e-14	2.1682e-15	3.2522e-14	3.2522e-14	6.5027e-14	1.0841e-14	1.0841e-14	9.7563e-15	1.0841e-13	6.5027e-15	2.1682e-15
16397.8	8.3982e-05	5.4361e-08	6.3395e-10	1.6249e-10	1.3474e-09	6.1456e-14	2.8716e-10	2.3509e-11	2.7789e-10	2.4615e-11	4.842e-10	3.0717e-13	1.3148e-10	2.2643e-13	2.387e-12	4.911e-13	6.5027e-11	1.2515e-11	1.8702e-10	1.7467e-11	7.0499e-10	2.4034e-10	4.2727e-08	5.5673e-10	1.3553e-09	1.3023e-11	3.1861e-11	2.0842e-12	5.2127e-12	3.1263e-13	3.1263e-12	4.1684e-13	2.0842e-12	3.1263e-13	1.0421e-12	2.0842e-13	5.2127e-13	4.1684e-14	2.0842e-13	9.3785e-14	2.0842e-14	6.2509e-14	2.0842e-14	7.2935e-14	9.3785e-15	2.0842e-13	1.4591e-14	3.1263e-13	6.2509e-14	2.8136e-13	2.0842e-14	2.0842e-13	2.0842e-14	5.2127e-14	8.336e-15	4.1684e-14	1.0421e-14	4.1684e-15	2.0842e-14	3.1263e-15	2.0842e-14	4.1684e-15	1.0421e-14	2.0842e-15	9.3785e-15	2.0842e-15	8.336e-15	9.3785e-16	1.0421e-14	2.0842e-15	3.1263e-14	3.1263e-14	6.2509e-14	1.0421e-14	1.0421e-14	9.3785e-15	1.0421e-13	6.2509e-15	2.0842e-15
16625.7	7.9734e-05	5.1606e-08	6.0182e-10	1.5425e-10	1.2791e-09	5.8341e-14	2.7261e-10	2.2317e-11	2.6381e-10	2.3368e-11	4.5966e-10	2.916e-13	1.2482e-10	2.1496e-13	2.266e-12	4.6621e-13	6.1731e-11	1.203e-11	1.7977e-10	1.679e-11	6.777e-10	2.3103e-10	4.1073e-08	5.3517e-10	1.3028e-09	1.2519e-11	3.0628e-11	2.0035e-12	5.0108e-12	3.0053e-13	3.0053e-12	4.007e-13	2.0035e-12	3.0053e-13	1.0018e-12	2.0035e-13	5.0108e-13	4.007e-14	2.0035e-13	9.0154e-14	2.0035e-14	6.0089e-14	2.0035e-14	7.0111e-14	9.0154e-15	2.0035e-13	1.4026e-14	3.0053e-13	6.0089e-14	2.7046e-13	2.0035e-14	2.0035e-13	2.0035e-14	5.0108e-14	8.0132e-15	4.007e-14	1.0018e-14	4.007e-15	2.0035e-14	3.0053e-15	2.0035e-14	4.007e-15	1.0018e-14	2.0035e-15	9.0154e-15	2.0035e-15	8.0132e-15	9.0154e-16	1.0018e-14	2.0035e-15	3.0053e-14	3.0053e-14	6.0089e-14	1.0018e-14	1.0018e-14	9.0154e-15	1.0018e-13	6.0089e-15	2.0035e-15
16856.7	7.5701e-05	4.899e-08	5.7132e-10	1.4643e-10	1.2143e-09	5.5384e-14	2.5879e-10	2.1186e-11	2.5044e-10	2.2183e-11	4.3636e-10	2.7682e-13	1.1849e-10	2.0406e-13	2.1512e-12	4.4258e-13	5.8602e-11	1.1564e-11	1.7281e-10	1.614e-11	6.5146e-10	2.2209e-10	3.9482e-08	5.1445e-10	1.2524e-09	1.2034e-11	2.9442e-11	1.9259e-12	4.8168e-12	2.8889e-13	2.8889e-12	3.8519e-13	1.9259e-12	2.8889e-13	9.6297e-13	1.9259e-13	4.8168e-13	3.8519e-14	1.9259e-13	8.6664e-14	1.9259e-14	5.7763e-14	1.9259e-14	6.7396e-14	8.6664e-15	1.9259e-13	1.3483e-14	2.8889e-13	5.7763e-14	2.5999e-13	1.9259e-14	1.9259e-13	1.9259e-14	4.8168e-14	7.703e-15	3.8519e-14	9.6297e-15	3.8519e-15	1.9259e-14	2.8889e-15	1.9259e-14	3.8519e-15	9.6297e-15	1.9259e-15	8.6664e-15	1.9259e-15	7.703e-15	8.6664e-16	9.6297e-15	1.9259e-15	2.8889e-14	2.8889e-14	5.7763e-14	9.6297e-15	9.6297e-15	8.6664e-15	9.6297e-14	5.7763e-15	1.9259e-15
17091	7.1872e-05	4.6507e-08	5.4236e-10	1.3901e-10	1.1528e-09	5.2577e-14	2.4568e-10	2.0112e-11	2.3774e-10	2.1059e-11	4.1424e-10	2.6279e-13	1.1249e-10	1.9372e-13	2.0422e-12	4.2015e-13	5.5632e-11	1.1117e-11	1.6612e-10	1.5515e-11	6.2624e-10	2.1349e-10	3.7954e-08	4.9454e-10	1.2039e-09	1.1568e-11	2.8302e-11	1.8514e-12	4.6303e-12	2.7771e-13	2.7771e-12	3.7028e-13	1.8514e-12	2.7771e-13	9.2569e-13	1.8514e-13	4.6303e-13	3.7028e-14	1.8514e-13	8.3308e-14	1.8514e-14	5.5526e-14	1.8514e-14	6.4787e-14	8.3308e-15	1.8514e-13	1.2961e-14	2.7771e-13	5.5526e-14	2.4992e-13	1.8514e-14	1.8514e-13	1.8514e-14	4.6303e-14	7.4048e-15	3.7028e-14	9.2569e-15	3.7028e-15	1.8514e-14	2.7771e-15	1.8514e-14	3.7028e-15	9.2569e-15	1.8514e-15	8.3308e-15	1.8514e-15	7.4048e-15	8.3308e-16	9.2569e-15	1.8514e-15	2.7771e-14	2.7771e-14	5.5526e-14	9.2569e-15	9.2569e-15	8.3308e-15	9.2569e-14	5.5526e-15	1.8514e-15
17328.5	6.8236e-05	4.415e-08	5.1487e-10	1.3197e-10	1.0943e-09	4.9912e-14	2.3322e-10	1.9093e-11	2.257e-10	1.9992e-11	3.9325e-10	2.4947e-13	1.0679e-10	1.839e-13	1.9387e-12	3.9885e-13	5.2813e-11	1.0686e-11	1.5969e-10	1.4915e-11	6.0199e-10	2.0522e-10	3.6484e-08	4.7539e-10	1.1573e-09	1.112e-11	2.7206e-11	1.7797e-12	4.4511e-12	2.6695e-13	2.6695e-12	3.5594e-13	1.7797e-12	2.6695e-13	8.8985e-13	1.7797e-13	4.4511e-13	3.5594e-14	1.7797e-13	8.0083e-14	1.7797e-14	5.3376e-14	1.7797e-14	6.2279e-14	8.0083e-15	1.7797e-13	1.2459e-14	2.6695e-13	5.3376e-14	2.4025e-13	1.7797e-14	1.7797e-13	1.7797e-14	4.4511e-14	7.1181e-15	3.5594e-14	8.8985e-15	3.5594e-15	1.7797e-14	2.6695e-15	1.7797e-14	3.5594e-15	8.8985e-15	1.7797e-15	8.0083e-15	1.7797e-15	7.1181e-15	8.0083e-16	8.8985e-15	1.7797e-15	2.6695e-14	2.6695e-14	5.3376e-14	8.8985e-15	8.8985e-15	8.0083e-15	8.8985e-14	5.3376e-15	1.7797e-15
17569.3	6.4784e-05	4.1913e-08	4.8878e-10	1.2528e-10	1.0389e-09	4.7383e-14	2.214e-10	1.8125e-11	2.1426e-10	1.8978e-11	3.7332e-10	2.3683e-13	1.0137e-10	1.7458e-13	1.8404e-12	3.7864e-13	5.0136e-11	1.0272e-11	1.5351e-10	1.4337e-11	5.7868e-10	1.9728e-10	3.5072e-08	4.5698e-10	1.1125e-09	1.069e-11	2.6153e-11	1.7108e-12	4.2787e-12	2.5662e-13	2.5662e-12	3.4216e-13	1.7108e-12	2.5662e-13	8.554e-13	1.7108e-13	4.2787e-13	3.4216e-14	1.7108e-13	7.6982e-14	1.7108e-14	5.131e-14	1.7108e-14	5.9867e-14	7.6982e-15	1.7108e-13	1.1977e-14	2.5662e-13	5.131e-14	2.3095e-13	1.7108e-14	1.7108e-13	1.7108e-14	4.2787e-14	6.8425e-15	3.4216e-14	8.554e-15	3.4216e-15	1.7108e-14	2.5662e-15	1.7108e-14	3.4216e-15	8.554e-15	1.7108e-15	7.6982e-15	1.7108e-15	6.8425e-15	7.6982e-16	8.554e-15	1.7108e-15	2.5662e-14	2.5662e-14	5.131e-14	8.554e-15	8.554e-15	7.6982e-15	8.554e-14	5.131e-15	1.7108e-15
17813.5	6.1507e-05	3.9788e-08	4.6401e-10	1.1893e-10	9.8622e-10	4.4981e-14	2.1018e-10	1.7207e-11	2.034e-10	1.8017e-11	3.544e-10	2.2483e-13	9.6235e-11	1.6573e-13	1.7471e-12	3.5945e-13	4.7595e-11	9.8748e-12	1.4757e-10	1.3782e-11	5.5628e-10	1.8964e-10	3.3714e-08	4.3929e-10	1.0694e-09	1.0276e-11	2.514e-11	1.6446e-12	4.1131e-12	2.4668e-13	2.4668e-12	3.2891e-13	1.6446e-12	2.4668e-13	8.2228e-13	1.6446e-13	4.1131e-13	3.2891e-14	1.6446e-13	7.4002e-14	1.6446e-14	4.9323e-14	1.6446e-14	5.7549e-14	7.4002e-15	1.6446e-13	1.1513e-14	2.4668e-13	4.9323e-14	2.2201e-13	1.6446e-14	1.6446e-13	1.6446e-14	4.1131e-14	6.5776e-15	3.2891e-14	8.2228e-15	3.2891e-15	1.6446e-14	2.4668e-15	1.6446e-14	3.2891e-15	8.2228e-15	1.6446e-15	7.4002e-15	1.6446e-15	6.5776e-15	7.4002e-16	8.2228e-15	1.6446e-15	2.4668e-14	2.4668e-14	4.9323e-14	8.2228e-15	8.2228e-15	7.4002e-15	8.2228e-14	4.9323e-15	1.6446e-15
